Suburb,Address,Rooms,Price,Method,Type,SellerG,Date,Distance,Regionname,Propertycount,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lat,Lng
Windsor,7/113 Punt Rd,1,350000,SP,u,Kay,29/04/2017,5.1,Southern Metropolitan,4380,3181,1,1,0,0,1975,Port Phillip,-37.8508,144.984
Yallambie,14 Borlase St,5,1060000,S,h,Buckingham,29/04/2017,15,Northern Metropolitan,1369,3085,5,2,2,627,1960,Banyule,-37.7327,145.0804
Balaclava,4/247 Inkerman St,2,450000,SP,u,Buxton,13/05/2017,6.6,Southern Metropolitan,2952,3183,2,1,1,0,1960,Port Phillip,-37.8656,144.9919
Balaclava,2/31 Orange Gr,1,440000,S,u,hockingstuart,29/04/2017,6.6,Southern Metropolitan,2952,3183,1,1,0,0,1940,Port Phillip,-37.8686,144.9969
Kingsbury,1/37 Clunes St,3,488000,S,u,Ray,13/05/2017,12.4,Northern Metropolitan,1414,3083,3,1,1,260,1961,Darebin,-37.7157,145.0386
West Melbourne,218 Adderley St,3,1750000,S,h,Woodards,13/05/2017,1.9,Northern Metropolitan,2230,3003,3,1,1,160,1870,Melbourne,-37.8082,144.9451
West Melbourne,3/212 Roden St,2,1013000,S,t,Alexkarbon,20/05/2017,1.9,Northern Metropolitan,2230,3003,2,2,1,0,2010,Melbourne,-37.8094,144.9452
West Melbourne,53 Miller St,2,1053000,S,h,Purplebricks,22/04/2017,1.9,Northern Metropolitan,2230,3003,2,1,0,147,1880,Melbourne,-37.8059,144.9459
West Melbourne,316/145 Roden St,1,295000,SP,u,Alexkarbon,29/04/2017,1.9,Northern Metropolitan,2230,3003,1,1,1,0,2013,Melbourne,-37.8084,144.9473
Travancore,456/38 Mt Alexander Rd,2,360000,SP,u,Pagan,20/05/2017,5.3,Western Metropolitan,1052,3032,2,1,1,0,2010,Moonee Valley,-37.7847,144.9383
Airport West,118 Marshall Rd,3,640000,S,h,Nelson,1/7/2017,10.4,Western Metropolitan,3464,3042,3,1,2,219,1960,Moonee Valley,-37.71655,144.88155
Airport West,9 South Rd,3,961000,S,h,Nelson,1/7/2017,10.4,Western Metropolitan,3464,3042,3,1,2,717,1950,Moonee Valley,-37.72274,144.88002
Albert Park,126 Mills St,2,1535000,S,h,Greg,1/7/2017,3,Southern Metropolitan,3280,3206,2,1,0,171,1900,Port Phillip,-37.8481,144.9566
Albion,2 Bazentin St,3,570000,S,h,Barry,1/7/2017,10.5,Western Metropolitan,2185,3020,3,1,0,423,1920,Brimbank,-37.77917,144.82223
Altona North,151 Chambers Rd,3,900000,S,h,Greg,1/7/2017,9.4,Western Metropolitan,5132,3025,3,1,2,672,1960,Hobsons Bay,-37.8265,144.84386
Balwyn North,2/43 Sutton St,3,1275000,VB,h,Fletchers,1/7/2017,9.7,Southern Metropolitan,7809,3104,3,2,2,226,1965,Boroondara,-37.79495,145.08192
Bayswater,18B Orchard Rd,3,640000,S,t,Fletchers,1/7/2017,23.2,Eastern Metropolitan,5030,3153,3,2,1,187,2010,Knox,-37.83909,145.26075
Bayswater North,1/19 Glen Park Rd,3,500000,PI,u,Stockdale,1/7/2017,23.2,Eastern Metropolitan,3598,3153,3,1,2,263,1970,Maroondah,-37.83303,145.27488
Beaumaris,73 Charman Rd,4,1221000,PI,h,Ray,1/7/2017,17.3,Southern Metropolitan,5366,3193,4,2,3,554,1925,Bayside,-37.98139,145.05251
Bentleigh,48 Tucker Rd,3,1045000,SP,h,hockingstuart,1/7/2017,11.4,Southern Metropolitan,6795,3204,3,1,1,401,1970,Glen Eira,-37.92999,145.04932
Bentleigh East,1 Gladesville Dr,5,1220000,S,h,Buxton,1/7/2017,13.8,Southern Metropolitan,10969,3165,5,2,2,611,1950,Glen Eira,-37.93228,145.07026
Briar Hill,31A Beaconsfield Rd,3,840000,S,h,Barry,1/7/2017,16.1,Eastern Metropolitan,1390,3088,3,1,2,509,2000,Banyule,-37.70822,145.11495
Brighton,20 Byron St,3,2650000,S,h,RT,1/7/2017,10.5,Southern Metropolitan,10579,3186,3,2,2,645,1910,Bayside,-37.90876,145.00743
Brighton,36/568 New St,1,380000,VB,u,Chisholm,1/7/2017,10.5,Southern Metropolitan,10579,3186,1,1,1,1993,2000,Bayside,-37.88468,144.99722
Brighton East,18 Centre Rd,4,1731000,SP,t,Buxton,1/7/2017,10.3,Southern Metropolitan,6938,3187,4,3,2,345,2001,Bayside,-37.91503,145.00888
Broadmeadows,1/124 Cuthbert St,3,465000,S,t,Barry,1/7/2017,14,Northern Metropolitan,4294,3047,3,2,3,248,2010,Hume,-37.68358,144.92387
Broadmeadows,21 Graham St,3,518500,S,h,YPA,1/7/2017,14,Northern Metropolitan,4294,3047,3,1,0,576,1999,Hume,-37.69237,144.93144
Brunswick West,2/59 Smith St,2,573000,S,h,Jellis,1/7/2017,5.2,Northern Metropolitan,7082,3055,2,1,1,0,1970,Moreland,-37.76732,144.94098
Burnside Heights,31 Batman St,3,535000,S,h,Barry,1/7/2017,14.8,Western Metropolitan,1686,3023,3,2,2,472,2005,Melton,-37.7331,144.76282
Cairnlea,16 Homebush Rd,3,630000,PI,h,YPA,1/7/2017,14.8,Western Metropolitan,2674,3023,3,2,2,397,2007,Brimbank,-37.75107,144.78415
Camberwell,6/9 Eddy St,2,677000,S,u,Noel,1/7/2017,7.7,Southern Metropolitan,8920,3124,2,1,1,131,1975,Boroondara,-37.84716,145.07351
Camberwell,4/924 Toorak Rd,3,1320000,PI,t,Bekdon,1/7/2017,7.7,Southern Metropolitan,8920,3124,3,2,2,227,2006,Boroondara,-37.84689,145.05863
Canterbury,108/2 Gascoyne St,2,816000,S,u,Nelson,1/7/2017,8.4,Southern Metropolitan,3265,3126,2,2,1,8140,2015,Boroondara,-37.82091,145.06011
Carlton,5/50 Barkly St,1,350000,VB,u,Woodards,1/7/2017,1.6,Northern Metropolitan,6786,3053,1,1,1,0,1970,Melbourne,-37.79859,144.97336
Carlton,106/37 Palmerston St,2,620000,S,u,Woodards,1/7/2017,1.6,Northern Metropolitan,6786,3053,2,2,1,0,2013,Melbourne,-37.7969,144.9742
Cheltenham,2/14 Jack Rd,3,950000,S,t,Chisholm,1/7/2017,17.9,Southern Metropolitan,9758,3192,3,3,2,160,2013,Bayside,-37.96062,145.04296
Clifton Hill,5/94 Roseneath St,3,1030000,S,u,Nelson,1/7/2017,3.6,Northern Metropolitan,2954,3068,3,2,2,538,1995,Yarra,-37.79297,144.99776
Coburg,126 Barrow St,2,900000,VB,h,Jellis,1/7/2017,6.7,Northern Metropolitan,11204,3058,2,1,1,350,1920,Moreland,-37.74483,144.97269
Coburg,12 Rasmussen Ct,4,922000,SP,h,Melbourne,1/7/2017,6.7,Northern Metropolitan,11204,3058,4,2,2,463,1960,Moreland,-37.73704,144.97959
Craigieburn,13 Aston St,4,665000,PI,h,RE,1/7/2017,20.6,Northern Metropolitan,15510,3064,4,2,2,756,2007,Hume,-37.58885,144.90135
Craigieburn,13 Brampton Cl,3,515500,S,h,RE,1/7/2017,20.6,Northern Metropolitan,15510,3064,3,1,4,651,1990,Hume,-37.60329,144.93948
Craigieburn,6 Vision Rd,3,660000,S,h,LJ,1/7/2017,20.6,Northern Metropolitan,15510,3064,3,2,3,618,2014,Hume,-37.59715,144.89656
Croydon,8 Banool Ct,4,932000,S,h,Hoskins,1/7/2017,23,Eastern Metropolitan,11925,3136,4,2,2,880,1970,Maroondah,-37.79587,145.2683
Croydon,15 Ronald Rd,2,570000,SP,h,McGrath,1/7/2017,23,Eastern Metropolitan,11925,3136,2,1,1,312,1994,Maroondah,-37.80752,145.27212
Dandenong North,110 Gladstone Rd,3,627000,S,h,Barry,1/7/2017,24.7,South-Eastern Metropolitan,8322,3175,3,1,1,610,1970,Greater Dandenong,-37.96322,145.20586
Diamond Creek,17 Norma St,2,621000,S,h,Mason,1/7/2017,21.8,Northern Victoria,4258,3089,2,1,0,610,1939,Nillumbik,-37.67629,145.15589
Dingley Village,2/77 Centre Dandenong Rd,2,612000,S,u,Buxton,1/7/2017,22.2,South-Eastern Metropolitan,3940,3172,2,1,1,197,1975,Kingston,-37.98412,145.13433
Doncaster East,66 Saxonwood Dr,6,1856000,SP,h,Barry,1/7/2017,14.3,Eastern Metropolitan,10999,3109,6,3,3,1056,1970,Manningham,-37.78053,145.15567
Donvale,1 Bernarra Ct,7,2705000,S,h,Ray,1/7/2017,16.1,Eastern Metropolitan,4790,3111,7,2,4,5022,2004,Manningham,-37.76598,145.19329
Doreen,33 Starboard Dr,3,530500,S,h,Buckingham,1/7/2017,25.9,Northern Victoria,7254,3754,3,2,2,400,2012,Whittlesea,-37.61042,145.11932
Eltham,6 Orbel Ct,3,805000,S,h,Barry,1/7/2017,18,Eastern Metropolitan,6990,3095,3,2,0,848,1979,Nillumbik,-37.70913,145.1647
Epping,59 Greenfields Dr,4,940000,SP,h,Iconek,1/7/2017,19.6,Northern Metropolitan,10926,3076,4,3,2,508,2012,Whittlesea,-37.62693,145.01563
Epping,2/4 Grimwade Ct,2,437000,S,u,hockingstuart,1/7/2017,19.6,Northern Metropolitan,10926,3076,2,1,2,351,2000,Whittlesea,-37.65099,145.04663
Essendon,10/30 Richardson St,1,291000,S,u,Nelson,1/7/2017,7.5,Western Metropolitan,9264,3040,1,1,1,0,1970,Moonee Valley,-37.75121,144.91326
Essendon West,6 Bourke St,3,750000,VB,h,Brad,1/7/2017,7.5,Western Metropolitan,588,3040,3,1,1,236,2000,Moonee Valley,-37.75403,144.8867
Essendon West,36 Emerald St,5,2200000,VB,h,Nelson,1/7/2017,7.5,Western Metropolitan,588,3040,5,3,2,607,2016,Moonee Valley,-37.75148,144.88519
Fitzroy North,108 Michael St,2,1350000,VB,h,Nelson,1/7/2017,3.6,Northern Metropolitan,6244,3068,2,1,1,184,1900,Yarra,-37.78493,144.98879
Fitzroy North,222 Rae St,3,1852000,S,h,Jellis,1/7/2017,3.6,Northern Metropolitan,6244,3068,3,2,1,138,1900,Yarra,-37.78714,144.97966
Footscray,10/30 Pickett St,1,170000,PI,u,Burnham,1/7/2017,5.1,Western Metropolitan,7570,3011,1,1,0,30,2013,Maribyrnong,-37.80141,144.89587
Forest Hill,4 Sapphire St,4,1372000,S,h,Ray,1/7/2017,15.4,Eastern Metropolitan,4385,3131,4,1,2,866,1970,Whitehorse,-37.83816,145.17783
Frankston North,17 Windoo St,3,611000,S,h,Ray,1/7/2017,36.9,Eastern Victoria,2500,3200,3,2,1,691,1960,Frankston,-38.11948,145.14928
Frankston South,14 Poinciana St,3,755000,S,h,hockingstuart,1/7/2017,38,South-Eastern Metropolitan,7566,3199,3,1,2,786,1960,Frankston,-38.16492,145.12656
Gisborne,3 Sansom St,4,521000,SP,h,Raine,1/7/2017,45.9,Northern Victoria,3376,3437,4,2,2,978,1980,Macedon Ranges,-37.49642,144.60119
Glen Iris,1/1484 Malvern Rd,2,500000,PI,u,Thomson,1/7/2017,7.3,Southern Metropolitan,10412,3146,2,1,1,0,1965,Stonnington,-37.85399,145.04699
Glenroy,2/15 Ogden St,3,525000,S,t,Jellis,1/7/2017,11.2,Northern Metropolitan,8870,3046,3,1,1,194,2011,Moreland,-37.70168,144.94862
Greensborough,2/12 William St,2,695000,S,u,Darren,1/7/2017,16.1,Northern Metropolitan,8524,3088,2,2,1,208,2000,Banyule,-37.70267,145.09526
Hampton,46/15 Beach Rd,3,1210000,SP,u,Chisholm,1/7/2017,13.8,Southern Metropolitan,5454,3188,3,2,2,9838,2010,Bayside,-37.93464,144.99601
Hawthorn,1/514 Glenferrie Rd,3,1000000,S,u,Jellis,1/7/2017,5.3,Southern Metropolitan,11308,3122,3,1,1,1079,1940,Boroondara,-37.82987,145.03421
Hawthorn,63 Liddiard St,4,2900000,S,h,Jellis,1/7/2017,5.3,Southern Metropolitan,11308,3122,4,1,3,636,1890,Boroondara,-37.81931,145.04107
Hawthorn,14/59 Riversdale Rd,2,450000,PI,u,Jellis,1/7/2017,5.3,Southern Metropolitan,11308,3122,2,1,1,1540,1965,Boroondara,-37.82824,145.03137
Healesville,15A Westmount Rd,3,650000,SP,h,McGrath,1/7/2017,45.2,Northern Victoria,3307,3777,3,2,4,724,2009,Yarra Ranges,-37.64685,145.52635
Heidelberg West,1 Bardia St,3,726500,S,h,William,1/7/2017,8.8,Eastern Metropolitan,2674,3081,3,1,0,593,1950,Banyule,-37.7482,145.04073
Highett,2/25 Wilson St,2,645000,S,u,Hodges,1/7/2017,16,Southern Metropolitan,4794,3190,2,1,1,105,1970,Bayside,-37.94887,145.02647
Hillside,3 Sage Cl,5,650500,SP,h,YPA,1/7/2017,18,Western Metropolitan,5556,3037,5,2,2,615,2007,Melton,-37.68455,144.73272
Huntingdale,9/220 Huntingdale Rd,3,750000,S,h,Ray,1/7/2017,12.3,Southern Metropolitan,768,3166,3,2,2,321,2005,Monash,-37.90415,145.10504
Jacana,34 Bliburg St,4,650000,PI,h,YPA,1/7/2017,14,Northern Metropolitan,851,3047,4,1,1,692,1960,Hume,-37.6876,144.91167
Jacana,12/1051 Pascoe Vale Rd,2,390000,S,t,YPA,1/7/2017,14,Northern Metropolitan,851,3047,2,1,1,165,1995,Hume,-37.68582,144.91638
Keilor Downs,3 Medina Rd,3,735000,SP,h,Brad,1/7/2017,15.5,Western Metropolitan,3656,3038,3,2,2,749,1979,Brimbank,-37.72321,144.80882
Keilor East,18 Grandvalley Dr,2,520000,VB,t,Whiting,1/7/2017,11.7,Western Metropolitan,5629,3033,2,2,2,62,2014,Moonee Valley,-37.73893,144.87661
Keilor Lodge,8 Turin Pl,4,640000,PI,h,Barry,1/7/2017,15.5,Western Metropolitan,570,3038,4,2,1,729,1987,Brimbank,-37.70115,144.80144
Kensington,17/120 Newman St,3,967000,S,t,Edward,1/7/2017,3.4,Northern Metropolitan,5263,3031,3,2,2,0,1999,Melbourne,-37.79482,144.92192
Kensington,9/11 Smith St,2,535000,SP,u,Edward,1/7/2017,3.4,Northern Metropolitan,5263,3031,2,1,1,0,2011,Melbourne,-37.79122,144.93175
Kew East,2/13 Westbrook St,2,862000,S,u,Jellis,1/7/2017,7.3,Southern Metropolitan,2671,3102,2,1,1,1011,1970,Boroondara,-37.7972,145.05225
Keysborough,33 Turramurra Dr,4,761000,S,h,Barry,1/7/2017,25.2,South-Eastern Metropolitan,8459,3173,4,1,2,680,1970,Greater Dandenong,-37.9865,145.16767
Kings Park,12 Tanglewood St,3,530000,SP,h,YPA,1/7/2017,14,Western Metropolitan,2878,3021,3,1,1,532,1975,Brimbank,-37.731,144.77387
Lalor,11 Benaroon Dr,4,750000,S,h,Ray,1/7/2017,16.3,Northern Metropolitan,8279,3075,4,2,4,544,2008,Whittlesea,-37.66747,144.98802
Maidstone,14/4 Crefden St,1,280000,VB,u,McGrath,1/7/2017,6.4,Western Metropolitan,3873,3012,1,1,1,3826,2009,Maribyrnong,-37.77757,144.87232
Maidstone,3/83 Mitchell St,3,895000,S,t,Rendina,1/7/2017,6.4,Western Metropolitan,3873,3012,3,2,2,262,2004,Maribyrnong,-37.78284,144.88098
Melton,38 Gretel Gr,4,320000,SP,h,Raine,1/7/2017,31.7,Western Victoria,3600,3337,4,2,1,547,1986,Melton,-37.69026,144.57866
Melton,21 Sandra St,3,480000,SP,h,PRDNationwide,1/7/2017,31.7,Western Victoria,3600,3337,3,1,2,900,1980,Melton,-37.68738,144.57415
Mernda,26 Coppice St,4,670000,S,h,Harcourts,1/7/2017,25.9,Northern Metropolitan,5812,3754,4,2,2,512,2012,Whittlesea,-37.58676,145.08889
Mill Park,2/2 Comeram Ct,2,460000,S,u,Love,1/7/2017,17.9,Northern Metropolitan,10529,3082,2,1,1,241,2000,Whittlesea,-37.67231,145.05878
Mitcham,29 Fuller St,3,950000,S,h,Noel,1/7/2017,17.2,Eastern Metropolitan,6871,3132,3,1,2,608,1975,Whitehorse,-37.82583,145.20608
Mitcham,2/2 Walter St,3,970000,VB,t,Noel,1/7/2017,17.2,Eastern Metropolitan,6871,3132,3,2,1,263,2016,Whitehorse,-37.8179,145.20658
Montmorency,349 Main Rd,3,655000,S,h,Ray,1/7/2017,16.2,Eastern Metropolitan,3891,3094,3,2,3,382,1970,Banyule,-37.72857,145.12728
Moonee Ponds,6 Addison St,4,1810000,S,h,Jellis,1/7/2017,6.2,Western Metropolitan,6232,3039,4,2,2,431,1894,Moonee Valley,-37.77019,144.92691
Mount Waverley,12 Holskamp St,3,1205000,S,h,McGrath,1/7/2017,14.2,Eastern Metropolitan,13366,3149,3,2,2,402,1960,Monash,-37.87389,145.12783
Mount Waverley,2 Merton Cl,3,1385000,S,h,Ray,1/7/2017,14.2,Eastern Metropolitan,13366,3149,3,1,2,807,1970,Monash,-37.86618,145.14757
Mount Waverley,24 Sunnyside Rd,3,2000000,VB,h,Fletchers,1/7/2017,14.2,Eastern Metropolitan,13366,3149,3,1,2,1028,1965,Monash,-37.89757,145.11825
Narre Warren,29 Hanley St,3,655000,SP,h,Only,1/7/2017,34.1,South-Eastern Metropolitan,9376,3805,3,2,2,731,1972,Casey,-38.02938,145.31876
Newport,2A Gordon St,2,710000,S,h,Williams,1/7/2017,6.2,Western Metropolitan,5498,3015,2,1,2,120,2011,Hobsons Bay,-37.84026,144.86667
Nunawading,31 Olwen St,4,1100000,S,h,Fletchers,1/7/2017,15.4,Eastern Metropolitan,4973,3131,4,2,3,596,1975,Whitehorse,-37.80827,145.18099
Nunawading,90 Springvale Rd,3,926000,S,h,Fletchers,1/7/2017,15.4,Eastern Metropolitan,4973,3131,3,1,0,738,1954,Whitehorse,-37.81376,145.17641
Oak Park,13 Kiama St,2,610000,S,t,Nelson,1/7/2017,11.2,Northern Metropolitan,2651,3046,2,1,1,182,2015,Moreland,-37.712,144.91761
Ormond,2/21 Lillimur Rd,1,454000,S,u,Ray,1/7/2017,11.4,Southern Metropolitan,3578,3204,1,1,1,1006,2010,Glen Eira,-37.90164,145.04139
Ormond,6/32 Walsh St,2,562000,S,u,Gary,1/7/2017,11.4,Southern Metropolitan,3578,3204,2,1,1,0,1970,Glen Eira,-37.90286,145.04772
Parkdale,13B Elm Gr,3,1000000,S,t,Obrien,1/7/2017,21.5,South-Eastern Metropolitan,5087,3195,3,2,2,298,1995,Kingston,-37.99464,145.08099
Parkdale,44 Melrose St,3,820000,S,h,Thomson,1/7/2017,21.5,South-Eastern Metropolitan,5087,3195,3,2,2,445,1997,Kingston,-37.99652,145.08523
Pascoe Vale,5 Fleming Gr,5,1501000,S,h,Jellis,1/7/2017,8.5,Northern Metropolitan,7485,3044,5,3,3,681,1960,Moreland,-37.72565,144.94954
Pascoe Vale,1 Virginia St,4,780000,VB,h,Brad,1/7/2017,8.5,Northern Metropolitan,7485,3044,4,2,3,555,1950,Moreland,-37.71561,144.94336
Point Cook,23 Bevan Ct,5,660000,S,h,Reliance,1/7/2017,14.7,Western Metropolitan,15542,3030,5,2,2,571,2011,Wyndham,-37.89467,144.72018
Port Melbourne,107 Stokes St,4,2450000,VB,h,Lucas,1/7/2017,3.5,Southern Metropolitan,8648,3207,4,3,2,210,2010,Port Phillip,-37.83933,144.93771
Reservoir,111 Boldrewood Pde,3,840000,SP,h,RW,1/7/2017,12,Northern Metropolitan,21650,3073,3,1,4,614,1960,Darebin,-37.71562,145.02175
Reservoir,3/76 Southernhay St,2,668500,S,t,Nelson,1/7/2017,12,Northern Metropolitan,21650,3073,2,2,1,138,2014,Darebin,-37.72487,145.00705
Richmond,7/129 Hoddle St,2,890500,SP,u,Biggin,1/7/2017,2.4,Northern Metropolitan,14949,3121,2,2,2,180,1940,Yarra,-37.81443,144.99079
Ringwood East,3/1 Mines Rd,2,560000,S,u,Barry,1/7/2017,21.3,Eastern Metropolitan,4407,3135,2,1,2,217,1985,Maroondah,-37.80526,145.24628
Rowville,11 Jindalee Cl,5,870000,S,h,Harcourts,1/7/2017,23.5,South-Eastern Metropolitan,11667,3178,5,2,2,733,1986,Knox,-37.91894,145.24305
Sandringham,6/76 Bay Rd,2,643500,S,u,hockingstuart,1/7/2017,15.2,Southern Metropolitan,4497,3191,2,1,1,0,1970,Bayside,-37.95236,145.00737
Seaford,3/7 East Rd,3,572000,S,u,O'Brien,1/7/2017,35.4,South-Eastern Metropolitan,8077,3198,3,2,2,264,2002,Frankston,-38.10422,145.14159
Seddon,57 Charles St,2,850000,VB,h,Village,1/7/2017,5.1,Western Metropolitan,2417,3011,2,1,1,152,1910,Maribyrnong,-37.80697,144.8928
South Morang,15 Ferncroft Dr,4,600000,PI,h,Millership,1/7/2017,20.5,Northern Metropolitan,7969,3752,4,2,2,505,2009,Whittlesea,-37.61957,145.0948
South Yarra,1109/800 Chapel St,2,857000,S,u,LITTLE,1/7/2017,2.7,Southern Metropolitan,14887,3141,2,2,2,0,2000,Stonnington,-37.83613,144.99661
Springvale,24 Garnsworthy St,3,752500,S,h,iSell,1/7/2017,20.8,South-Eastern Metropolitan,7412,3171,3,1,2,623,1950,Greater Dandenong,-37.94106,145.16193
St Albans,12 Altyre Ct,3,565000,S,h,Bells,1/7/2017,14,Western Metropolitan,14042,3021,3,1,2,614,1975,Brimbank,-37.73074,144.78925
St Albans,9 Gray Ct,3,610000,PI,h,YPA,1/7/2017,14,Western Metropolitan,14042,3021,3,1,2,563,1989,Brimbank,-37.7627,144.81107
St Kilda,14/12 Fitzroy St,1,350000,VB,u,Gary,1/7/2017,5,Southern Metropolitan,13240,3182,1,1,1,0,2005,Port Phillip,-37.8614,144.97407
St Kilda,6/19 Herbert St,2,525000,S,u,hockingstuart,1/7/2017,5,Southern Metropolitan,13240,3182,2,1,1,0,1970,Port Phillip,-37.87174,144.98286
St Kilda,15/2 Redan St,1,517500,SP,u,Woodards,1/7/2017,5,Southern Metropolitan,13240,3182,1,1,0,980,1920,Port Phillip,-37.85954,144.98869
St Kilda,7/27 Robe St,2,365000,VB,u,Rounds,1/7/2017,5,Southern Metropolitan,13240,3182,2,1,1,881,1993,Port Phillip,-37.86476,144.97826
Strathmore,2/30 Bulla Rd,2,646000,S,h,Nelson,1/7/2017,8.2,Western Metropolitan,3284,3041,2,1,1,184,1990,Moonee Valley,-37.7404,144.90835
Sunbury,11 Bannermann St,4,580000,S,h,Raine,1/7/2017,31.7,Western Metropolitan,14092,3429,4,2,2,613,2011,Hume,-37.59501,144.70069
Sunbury,60 Heysen Dr,3,420000,S,h,Raine,1/7/2017,31.7,Western Metropolitan,14092,3429,3,1,2,466,1985,Hume,-37.57282,144.70553
Sunbury,18 Timins St,3,650000,S,h,YPA,1/7/2017,31.7,Western Metropolitan,14092,3429,3,3,1,852,1960,Hume,-37.58689,144.72865
Surrey Hills,1093 Riversdale Rd,3,2100000,VB,h,Jellis,1/7/2017,10.2,Southern Metropolitan,5457,3127,3,1,9,841,1960,Whitehorse,-37.83729,145.10929
Surrey Hills,35A Russell St,3,1385000,S,h,Fletchers,1/7/2017,10.2,Southern Metropolitan,5457,3127,3,2,1,385,1993,Whitehorse,-37.82886,145.10093
Tarneit,2 Skylark Ct,3,526000,S,h,Purplebricks,1/7/2017,18.4,Western Metropolitan,10160,3029,3,2,2,407,2010,Wyndham,-37.83867,144.7034
Taylors Hill,3 Highlander Ct,4,605500,S,h,YPA,1/7/2017,18,Western Metropolitan,4242,3037,4,2,2,724,2002,Melton,-37.71071,144.74962
Templestowe Lower,30 John St,5,1705000,PI,h,hockingstuart,1/7/2017,12.4,Eastern Metropolitan,5420,3107,5,4,2,968,1970,Manningham,-37.77083,145.11516
Thornbury,329 Gillies St,4,2070000,SP,h,Jellis,1/7/2017,7,Northern Metropolitan,8870,3071,4,3,2,530,2016,Darebin,-37.76281,145.01986
Vermont,2/36 Halls Pde,3,917000,S,t,Noel,1/7/2017,17.2,Eastern Metropolitan,4181,3133,3,2,2,260,2004,Whitehorse,-37.831,145.19844
Viewbank,34 Toumlin Gr,3,905000,SP,h,Miles,1/7/2017,8.9,Eastern Metropolitan,2698,3084,3,2,2,331,2001,Banyule,-37.73298,145.08894
Werribee,22 Kramer St,3,510000,S,h,Ray,1/7/2017,14.7,Western Metropolitan,16166,3030,3,2,2,658,1984,Wyndham,-37.88688,144.67244
West Footscray,15 Alberta St,3,845000,PI,h,Jas,1/7/2017,6.4,Western Metropolitan,5058,3012,3,1,2,422,1950,Maribyrnong,-37.79644,144.86388
Wyndham Vale,5 Dakara Ct,3,480000,S,h,hockingstuart,1/7/2017,27.2,Western Metropolitan,5262,3024,3,1,2,743,1990,Wyndham,-37.89757,144.63041
Yarraville,72 Bishop St,3,1240000,VB,h,Jas,1/7/2017,6.3,Western Metropolitan,6543,3013,3,3,6,668,1990,Maribyrnong,-37.81381,144.87438
Aberfeldie,5/257 Buckley St,2,507000,S,u,Barry,3/6/2017,7.5,Western Metropolitan,1543,3040,2,1,1,0,1960,Moonee Valley,-37.75571,144.90366
Albert Park,21 Greig St,3,2500000,VB,h,Greg,3/6/2017,3,Southern Metropolitan,3280,3206,3,2,1,165,1890,Port Phillip,-37.84152,144.95027
Albion,3 Clairmont St,3,787000,S,h,hockingstuart,3/6/2017,10.5,Western Metropolitan,2185,3020,3,1,3,716,1955,Brimbank,-37.77917,144.81407
Alphington,5 Ross St,4,2220000,S,h,Kay,3/6/2017,5.7,Northern Metropolitan,2211,3078,4,2,3,580,1930,Darebin,-37.77227,145.0284
Altona,2/18 Hancock St,2,540000,SP,u,hockingstuart,3/6/2017,11,Western Metropolitan,5301,3018,2,1,1,132,1980,Hobsons Bay,-37.86444,144.82304
Armadale,20 Cambridge St,3,2385000,S,h,Marshall,3/6/2017,6.3,Southern Metropolitan,4836,3143,3,1,0,256,1910,Stonnington,-37.85911,145.01783
Ascot Vale,27 Hurtle St,3,1500000,PI,h,Biggin,3/6/2017,4.3,Western Metropolitan,6567,3032,3,3,1,382,2008,Moonee Valley,-37.77206,144.90397
Ashburton,93A Ashburn Gr,4,1655000,S,t,hockingstuart,3/6/2017,10.2,Southern Metropolitan,3052,3147,4,3,2,510,2013,Boroondara,-37.87159,145.0795
Ashburton,20 Ward St,4,2405000,S,h,Jellis,3/6/2017,10.2,Southern Metropolitan,3052,3147,4,2,2,604,1930,Boroondara,-37.86513,145.07919
Avondale Heights,13 Wood St,5,945000,S,h,Moonee,3/6/2017,9.5,Western Metropolitan,4502,3034,5,2,1,570,1950,Moonee Valley,-37.76848,144.86294
Bayswater,32 Kumala Rd,5,930000,S,h,Noel,3/6/2017,23.2,Eastern Metropolitan,5030,3153,5,2,2,992,1970,Knox,-37.84613,145.25606
Bayswater,17 Orange Gr,3,700000,S,h,Biggin,3/6/2017,23.2,Eastern Metropolitan,5030,3153,3,2,1,509,1980,Knox,-37.84823,145.26673
Bayswater,12 Pindari Dr,4,860000,S,t,Ray,3/6/2017,23.2,Eastern Metropolitan,5030,3153,4,3,2,304,1970,Knox,-37.8543,145.25253
Beaumaris,71 Oak St,2,1470000,S,h,Hodges,3/6/2017,17.3,Southern Metropolitan,5366,3193,2,1,4,633,1960,Bayside,-37.98489,145.04116
Bentleigh,39A McArthur St,4,1200000,PI,t,Buxton,3/6/2017,11.4,Southern Metropolitan,6795,3204,4,2,2,293,2012,Glen Eira,-37.92594,145.03184
Bentleigh East,7 Curtin St,4,1460000,SP,h,Gary,3/6/2017,13.8,Southern Metropolitan,10969,3165,4,1,2,722,1955,Glen Eira,-37.91311,145.06496
Bentleigh East,60A Kennedy St,3,935000,S,t,hockingstuart,3/6/2017,13.8,Southern Metropolitan,10969,3165,3,2,2,244,2000,Glen Eira,-37.9203,145.08074
Bentleigh East,38 Malane St,4,1620000,S,h,hockingstuart,3/6/2017,13.8,Southern Metropolitan,10969,3165,4,2,2,426,2014,Glen Eira,-37.91657,145.05534
